题目ID,题目陈述,题目类型,题目分类,难度等级,分值,参数名称,参数描述,数据类型,正确答案,容差值,最小值,最大值,单位,需要飞控读取,验证方法,解释说明,创建人,创建时间,是否启用
00108,设置横滚加速度ATC_ACCEL_R_MAX为110000,ParameterSetting,PIDTuning,Medium,5,ATC_ACCEL_R_MAX,横滚加速度最大值,Float,110000,5000,36000,180000,°/s²,true,FloatTolerance,横滚轴最大角加速度,AI生成器,2024-12-19 10:01:47,true
00109,验证俯仰加速度ATC_ACCEL_P_MAX是否为110000,ParameterVerify,PIDTuning,Medium,5,ATC_ACCEL_P_MAX,俯仰加速度最大值,Float,110000,5000,36000,180000,°/s²,true,FloatTolerance,俯仰轴最大角加速度,AI生成器,2024-12-19 10:01:48,true
00110,将着陆检测LAND_REPOSITION设置为1,ParameterSetting,SafetySettings,Medium,4,LAND_REPOSITION,着陆重定位,Integer,1,0,0,1,,true,ExactMatch,启用着陆点重定位功能,AI生成器,2024-12-19 10:01:49,true
00111,设置着陆检测灵敏度LAND_DETECTOR为1,ParameterSetting,SafetySettings,Medium,4,PILOT_LAND_DETECT,着陆检测,Integer,1,0,0,1,,true,ExactMatch,启用自动着陆检测,AI生成器,2024-12-19 10:01:50,true
00112,验证失控保护FS_CRASH_CHECK是否为1,ParameterVerify,SafetySettings,Medium,5,FS_CRASH_CHECK,失控检查,Integer,1,0,0,2,,true,ExactMatch,启用失控检测保护,AI生成器,2024-12-19 10:01:51,true
00113,将油门死区THR_DZ设置为100,ParameterSetting,BasicParameters,Easy,3,PILOT_THR_DZ,油门死区,Integer,100,0,0,300,,true,ExactMatch,油门摇杆的死区范围,AI生成器,2024-12-19 10:01:52,true
00114,设置遥控器故障保护值FS_THR_VALUE为975,ParameterSetting,SafetySettings,Medium,5,FS_THR_VALUE,故障保护油门值,Integer,975,0,925,1100,,true,ExactMatch,触发故障保护的油门脉宽值,AI生成器,2024-12-19 10:01:53,true
00115,验证GPS故障保护时间FS_GPS_TIMEOUT是否为5秒,ParameterVerify,SafetySettings,Medium,4,FS_GPS_TIMEOUT,GPS超时,Float,5,0.5,3,30,s,true,FloatTolerance,GPS故障保护触发时间,AI生成器,2024-12-19 10:01:54,true
00116,将电池故障保护电压FS_BATT_VOLTAGE设置为0,ParameterSetting,SafetySettings,Medium,5,FS_BATT_VOLTAGE,故障保护电压,Float,0,0.1,0,50,V,true,FloatTolerance,禁用基于电压的故障保护,AI生成器,2024-12-19 10:01:55,true
00117,设置电池故障保护容量FS_BATT_MAH为0,ParameterSetting,SafetySettings,Medium,5,FS_BATT_MAH,故障保护容量,Float,0,10,0,100000,mAh,true,FloatTolerance,禁用基于容量的故障保护,AI生成器,2024-12-19 10:01:56,true
00118,验证集群避让AVOID_ENABLE是否为0,ParameterVerify,AdvancedFeatures,Easy,3,AVOID_ENABLE,避障启用,Integer,0,0,0,1,,true,ExactMatch,禁用自动避障功能,AI生成器,2024-12-19 10:01:57,true
00119,将精确着陆PLND_ENABLED设置为0,ParameterSetting,AdvancedFeatures,Medium,4,PLND_ENABLED,精确着陆启用,Integer,0,0,0,1,,true,ExactMatch,禁用精确着陆功能,AI生成器,2024-12-19 10:01:58,true
00120,设置摄像头稳定器CAM_TRIGG_TYPE为0,ParameterSetting,AdvancedFeatures,Easy,3,CAM_TRIGG_TYPE,相机触发类型,Integer,0,0,0,3,,true,ExactMatch,禁用相机自动触发,AI生成器,2024-12-19 10:01:59,true
00121,验证云台倾斜类型MNT_TYPE是否为0,ParameterVerify,AdvancedFeatures,Easy,3,MNT_TYPE,云台类型,Integer,0,0,0,4,,true,ExactMatch,禁用云台控制,AI生成器,2024-12-19 10:02:00,true
00122,将伺服器输出频率SERVO1_FUNCTION设置为0,ParameterSetting,BasicParameters,Medium,4,SERVO1_FUNCTION,伺服1功能,Integer,0,0,0,100,,true,ExactMatch,禁用辅助伺服器1,AI生成器,2024-12-19 10:02:01,true
00123,设置伺服器输出频率SERVO2_FUNCTION为0,ParameterSetting,BasicParameters,Medium,4,SERVO2_FUNCTION,伺服2功能,Integer,0,0,0,100,,true,ExactMatch,禁用辅助伺服器2,AI生成器,2024-12-19 10:02:02,true
00124,验证降落伞释放CHUTE_ENABLED是否为0,ParameterVerify,SafetySettings,Easy,3,CHUTE_ENABLED,降落伞启用,Integer,0,0,0,1,,true,ExactMatch,禁用降落伞系统,AI生成器,2024-12-19 10:02:03,true
00125,将EPM模块启用EPM_ENABLE设置为0,ParameterSetting,AdvancedFeatures,Easy,3,EPM_ENABLE,EPM启用,Integer,0,0,0,1,,true,ExactMatch,禁用电磁铁模块,AI生成器,2024-12-19 10:02:04,true
00126,设置激光雷达LGR_ENABLE为0,ParameterSetting,SensorCalibration,Easy,3,LGR_ENABLE,激光雷达启用,Integer,0,0,0,1,,true,ExactMatch,禁用激光雷达传感器,AI生成器,2024-12-19 10:02:05,true
00127,验证LED条启用NTF_LED_TYPES是否为7,ParameterVerify,BasicParameters,Easy,3,NTF_LED_TYPES,LED类型,Integer,7,0,0,15,,true,ExactMatch,启用内置LED指示,AI生成器,2024-12-19 10:02:06,true
00128,将蜂鸣器启用NTF_BUZZ_ENABLE设置为1,ParameterSetting,BasicParameters,Easy,3,NTF_BUZZ_ENABLE,蜂鸣器启用,Integer,1,0,0,1,,true,ExactMatch,启用蜂鸣器提示音,AI生成器,2024-12-19 10:02:07,true
00129,设置显示类型NTF_DISPLAY_TYPE为0,ParameterSetting,BasicParameters,Easy,3,NTF_DISPLAY_TYPE,显示器类型,Integer,0,0,0,2,,true,ExactMatch,禁用外接显示器,AI生成器,2024-12-19 10:02:08,true
00130,验证OSD启用OSD_TYPE是否为0,ParameterVerify,BasicParameters,Easy,3,OSD_TYPE,OSD类型,Integer,0,0,0,2,,true,ExactMatch,禁用屏幕显示系统,AI生成器,2024-12-19 10:02:09,true
00131,将地面站心跳超时GCS_PID_MASK设置为0,ParameterSetting,AdvancedFeatures,Medium,4,GCS_PID_MASK,地面站PID掩码,Integer,0,0,0,255,,true,ExactMatch,禁用向地面站发送PID调试信息,AI生成器,2024-12-19 10:02:10,true
00132,设置数据流速率SR0_EXTRA1为10Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR0_EXTRA1,USB数据流1,Integer,10,0,0,50,Hz,true,ExactMatch,设置USB端口扩展数据流频率,AI生成器,2024-12-19 10:02:11,true
00133,验证数据流速率SR0_EXTRA2是否为10Hz,ParameterVerify,AdvancedFeatures,Medium,4,SR0_EXTRA2,USB数据流2,Integer,10,0,0,50,Hz,true,ExactMatch,USB端口扩展数据流2频率,AI生成器,2024-12-19 10:02:12,true
00134,将数据流速率SR0_EXTRA3设置为2Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR0_EXTRA3,USB数据流3,Integer,2,0,0,50,Hz,true,ExactMatch,设置USB端口扩展数据流3频率,AI生成器,2024-12-19 10:02:13,true
00135,设置数据流速率SR0_EXT_STAT为2Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR0_EXT_STAT,USB扩展状态,Integer,2,0,0,50,Hz,true,ExactMatch,USB端口扩展状态信息频率,AI生成器,2024-12-19 10:02:14,true
00136,验证数据流速率SR0_POSITION是否为2Hz,ParameterVerify,AdvancedFeatures,Medium,4,SR0_POSITION,USB位置信息,Integer,2,0,0,50,Hz,true,ExactMatch,USB端口位置信息流频率,AI生成器,2024-12-19 10:02:15,true
00137,将数据流速率SR0_RAW_CTRL设置为1Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR0_RAW_CTRL,USB原始控制,Integer,1,0,0,50,Hz,true,ExactMatch,USB端口原始控制数据频率,AI生成器,2024-12-19 10:02:16,true
00138,设置数据流速率SR0_RAW_SENS为1Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR0_RAW_SENS,USB原始传感器,Integer,1,0,0,50,Hz,true,ExactMatch,USB端口原始传感器数据频率,AI生成器,2024-12-19 10:02:17,true
00139,验证数据流速率SR0_RC_CHAN是否为1Hz,ParameterVerify,AdvancedFeatures,Medium,4,SR0_RC_CHAN,USB遥控通道,Integer,1,0,0,50,Hz,true,ExactMatch,USB端口遥控通道数据频率,AI生成器,2024-12-19 10:02:18,true
00140,将TELEM1数据流SR1_EXTRA1设置为4Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR1_EXTRA1,TELEM1数据流1,Integer,4,0,0,50,Hz,true,ExactMatch,TELEM1端口扩展数据流频率,AI生成器,2024-12-19 10:02:19,true
00141,设置TELEM1数据流SR1_EXTRA2为4Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR1_EXTRA2,TELEM1数据流2,Integer,4,0,0,50,Hz,true,ExactMatch,TELEM1端口扩展数据流2频率,AI生成器,2024-12-19 10:02:20,true
00142,验证TELEM1数据流SR1_EXTRA3是否为1Hz,ParameterVerify,AdvancedFeatures,Medium,4,SR1_EXTRA3,TELEM1数据流3,Integer,1,0,0,50,Hz,true,ExactMatch,TELEM1端口扩展数据流3频率,AI生成器,2024-12-19 10:02:21,true
00143,将TELEM1状态流SR1_EXT_STAT设置为1Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR1_EXT_STAT,TELEM1扩展状态,Integer,1,0,0,50,Hz,true,ExactMatch,TELEM1端口扩展状态信息频率,AI生成器,2024-12-19 10:02:22,true
00144,设置TELEM1位置流SR1_POSITION为1Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR1_POSITION,TELEM1位置信息,Integer,1,0,0,50,Hz,true,ExactMatch,TELEM1端口位置信息流频率,AI生成器,2024-12-19 10:02:23,true
00145,验证电调校准ESC_CALIBRATION是否为0,ParameterVerify,BasicParameters,Easy,3,ESC_CALIBRATION,电调校准,Integer,0,0,0,3,,true,ExactMatch,电调校准模式设置,AI生成器,2024-12-19 10:02:24,true
00146,将电机测试安全限制MOT_SAFE_DISARM设置为0,ParameterSetting,SafetySettings,Medium,5,MOT_SAFE_DISARM,电机安全解锁,Integer,0,0,0,1,,true,ExactMatch,允许在解锁状态下进行电机测试,AI生成器,2024-12-19 10:02:25,true
00147,设置着陆齿轮LAND_GEAR_ENABLE为0,ParameterSetting,AdvancedFeatures,Easy,3,LGR_SERVO_DEPLOY,起落架部署,Integer,0,0,0,1,,true,ExactMatch,禁用自动起落架控制,AI生成器,2024-12-19 10:02:26,true
00148,验证自动调参AUTOTUNE_ENABLE是否为1,ParameterVerify,AdvancedFeatures,Medium,5,AUTOTUNE_AGGR,自动调参,Float,0.1,0.05,0.05,0.2,,true,FloatTolerance,自动调参的激进程度,AI生成器,2024-12-19 10:02:27,true
00149,将振动故障保护INS_ACCEL_ENABLE设置为1,ParameterSetting,SafetySettings,Medium,5,INS_ACCEL_ENABLE,加速度计启用,Integer,1,0,0,1,,true,ExactMatch,启用加速度计振动检
00150,设置横滚速率最大值ATC_RAT_RLL_MAX为0,ParameterSetting,PIDTuning,Medium,5,ATC_RAT_RLL_MAX,横滚速率最大值,Float,0,10,0,1800,°/s,true,FloatTolerance,无限制横滚角速度,AI生成器,2024-12-19 10:02:28,true
00151,验证俯仰速率最大值ATC_RAT_PIT_MAX是否为0,ParameterVerify,PIDTuning,Medium,5,ATC_RAT_PIT_MAX,俯仰速率最大值,Float,0,10,0,1800,°/s,true,FloatTolerance,无限制俯仰角速度,AI生成器,2024-12-19 10:02:29,true
00152,将偏航速率最大值ATC_RAT_YAW_MAX设置为0,ParameterSetting,PIDTuning,Medium,5,ATC_RAT_YAW_MAX,偏航速率最大值,Float,0,10,0,1800,°/s,true,FloatTolerance,无限制偏航角速度,AI生成器,2024-12-19 10:02:30,true
00153,设置姿态前馈ATC_ANG_RLL_FF为0,ParameterSetting,PIDTuning,Hard,6,ATC_ANG_RLL_FF,横滚角度前馈,Float,0,0.1,0,10,,true,FloatTolerance,横滚角度控制前馈增益,AI生成器,2024-12-19 10:02:31,true
00154,验证俯仰前馈ATC_ANG_PIT_FF是否为0,ParameterVerify,PIDTuning,Hard,6,ATC_ANG_PIT_FF,俯仰角度前馈,Float,0,0.1,0,10,,true,FloatTolerance,俯仰角度控制前馈增益,AI生成器,2024-12-19 10:02:32,true
00155,将偏航前馈ATC_ANG_YAW_FF设置为0,ParameterSetting,PIDTuning,Hard,6,ATC_ANG_YAW_FF,偏航角度前馈,Float,0,0.1,0,10,,true,FloatTolerance,偏航角度控制前馈增益,AI生成器,2024-12-19 10:02:33,true
00156,设置横滚速率前馈ATC_RAT_RLL_FF为0,ParameterSetting,PIDTuning,Hard,6,ATC_RAT_RLL_FF,横滚速率前馈,Float,0,0.01,0,0.5,,true,FloatTolerance,横滚速率控制前馈增益,AI生成器,2024-12-19 10:02:34,true
00157,验证俯仰速率前馈ATC_RAT_PIT_FF是否为0,ParameterVerify,PIDTuning,Hard,6,ATC_RAT_PIT_FF,俯仰速率前馈,Float,0,0.01,0,0.5,,true,FloatTolerance,俯仰速率控制前馈增益,AI生成器,2024-12-19 10:02:35,true
00158,将偏航速率前馈ATC_RAT_YAW_FF设置为0,ParameterSetting,PIDTuning,Hard,6,ATC_RAT_YAW_FF,偏航速率前馈,Float,0,0.01,0,0.5,,true,FloatTolerance,偏航速率控制前馈增益,AI生成器,2024-12-19 10:02:36,true
00159,设置EKF2磁力计权重EK2_MAG_CAL为3,ParameterSetting,AdvancedFeatures,Hard,6,EK2_MAG_CAL,EKF2磁力计校准,Integer,3,0,0,5,,true,ExactMatch,磁力计校准学习速度,AI生成器,2024-12-19 10:02:37,true
00160,验证EKF2风速估计EK2_WIND_MAX是否为10,ParameterVerify,AdvancedFeatures,Medium,5,EK2_WIND_MAX,EKF2最大风速,Float,10,1,0,127,m/s,true,FloatTolerance,EKF允许的最大风速估计,AI生成器,2024-12-19 10:02:38,true
00161,将EKF2流量延迟EK2_FLOW_DELAY设置为10,ParameterSetting,AdvancedFeatures,Hard,6,EK2_FLOW_DELAY,EKF2光流延迟,Integer,10,1,0,127,ms,true,ExactMatch,光流传感器数据延迟补偿,AI生成器,2024-12-19 10:02:39,true
00162,设置EKF2视觉延迟EK2_VIS_DELAY为1,ParameterSetting,AdvancedFeatures,Hard,6,EK2_VIS_DELAY,EKF2视觉延迟,Integer,1,1,0,127,×10ms,true,ExactMatch,视觉传感器数据延迟补偿,AI生成器,2024-12-19 10:02:40,true
00163,验证EKF2速度噪声EK2_VEL_I_GATE是否为5,ParameterVerify,AdvancedFeatures,Hard,6,EK2_VEL_I_GATE,EKF2速度创新门,Float,5,0.5,3,16,,true,FloatTolerance,速度测量创新一致性检查,AI生成器,2024-12-19 10:02:41,true
00164,将EKF2位置噪声EK2_POS_I_GATE设置为5,ParameterSetting,AdvancedFeatures,Hard,6,EK2_POS_I_GATE,EKF2位置创新门,Float,5,0.5,3,16,,true,FloatTolerance,位置测量创新一致性检查,AI生成器,2024-12-19 10:02:42,true
00165,设置EKF2高度噪声EK2_HGT_I_GATE为3,ParameterSetting,AdvancedFeatures,Hard,6,EK2_HGT_I_GATE,EKF2高度创新门,Float,3,0.5,1,16,,true,FloatTolerance,高度测量创新一致性检查,AI生成器,2024-12-19 10:02:43,true
00166,验证EKF2磁力计噪声EK2_MAG_I_GATE是否为3,ParameterVerify,AdvancedFeatures,Hard,6,EK2_MAG_I_GATE,EKF2磁力计创新门,Float,3,0.5,1,16,,true,FloatTolerance,磁力计测量创新一致性检查,AI生成器,2024-12-19 10:02:44,true
00167,将EKF2空速噪声EK2_EAS_I_GATE设置为400,ParameterSetting,AdvancedFeatures,Hard,6,EK2_EAS_I_GATE,EKF2空速创新门,Float,400,50,100,1000,,true,FloatTolerance,空速测量创新一致性检查,AI生成器,2024-12-19 10:02:45,true
00168,设置飞行终止FLIGHT_TERM_ENABLE为0,ParameterSetting,SafetySettings,Medium,5,FLIGHT_TERM_ENABLE,飞行终止启用,Integer,0,0,0,1,,true,ExactMatch,禁用飞行终止功能,AI生成器,2024-12-19 10:02:46,true
00169,验证地理围栏启用FENCE_ENABLE是否为0,ParameterVerify,SafetySettings,Medium,4,FENCE_ENABLE,地理围栏启用,Integer,0,0,0,1,,true,ExactMatch,禁用地理围栏功能,AI生成器,2024-12-19 10:02:47,true
00170,将地理围栏类型FENCE_TYPE设置为7,ParameterSetting,SafetySettings,Medium,5,FENCE_TYPE,地理围栏类型,Integer,7,0,0,15,,true,ExactMatch,启用所有围栏类型,AI生成器,2024-12-19 10:02:48,true
00171,设置围栏动作FENCE_ACTION为1,ParameterSetting,SafetySettings,Medium,5,FENCE_ACTION,围栏违反动作,Integer,1,0,0,3,,true,ExactMatch,围栏违反时执行RTL,AI生成器,2024-12-19 10:02:49,true
00172,验证围栏高度FENCE_ALT_MAX是否为100米,ParameterVerify,SafetySettings,Medium,4,FENCE_ALT_MAX,围栏最大高度,Float,100,5,10,1000,m,true,FloatTolerance,设置围栏最大飞行高度,AI生成器,2024-12-19 10:02:50,true
00173,将围栏半径FENCE_RADIUS设置为300米,ParameterSetting,SafetySettings,Medium,4,FENCE_RADIUS,围栏半径,Float,300,10,30,10000,m,true,FloatTolerance,设置围栏圆形边界半径,AI生成器,2024-12-19 10:02:51,true
00174,设置围栏边界FENCE_MARGIN为2米,ParameterSetting,SafetySettings,Medium,4,FENCE_MARGIN,围栏边界,Float,2,0.5,1,10,m,true,FloatTolerance,围栏边界缓冲区,AI生成器,2024-12-19 10:02:52,true
00175,验证振动检查FS_VIBE_ENABLE是否为1,ParameterVerify,SafetySettings,Medium,5,FS_VIBE_ENABLE,振动故障保护,Integer,1,0,0,1,,true,ExactMatch,启用振动检测保护,AI生成器,2024-12-19 10:02:53,true
00176,将GCS故障保护FS_GCS_ENABLE设置为0,ParameterSetting,SafetySettings,Medium,4,FS_GCS_ENABLE,地面站故障保护,Integer,0,0,0,1,,true,ExactMatch,禁用地面站失联保护,AI生成器,2024-12-19 10:02:54,true
00177,设置EKF故障保护FS_EKF_ACTION为1,ParameterSetting,SafetySettings,Hard,6,FS_EKF_ACTION,EKF故障动作,Integer,1,0,0,2,,true,ExactMatch,EKF故障时执行着陆,AI生成器,2024-12-19 10:02:55,true
00178,验证EKF阈值FS_EKF_THRESH是否为0.8,ParameterVerify,SafetySettings,Hard,6,FS_EKF_THRESH,EKF故障阈值,Float,0.8,0.05,0.1,1,,true,FloatTolerance,EKF方差阈值设置,AI生成器,2024-12-19 10:02:56,true
00179,将内部温度监测BRD_TEMP_MONITOR设置为0,ParameterSetting,AdvancedFeatures,Medium,4,BRD_TEMP_MONITOR,温度监测,Integer,0,0,0,1,,true,ExactMatch,禁用内部温度监测,AI生成器,2024-12-19 10:02:57,true
00180,设置PWM输出频率BRD_PWM_COUNT为4,ParameterSetting,BasicParameters,Medium,4,BRD_PWM_COUNT,PWM输出数量,Integer,4,0,0,16,,true,ExactMatch,设置主输出PWM通道数,AI生成器,2024-12-19 10:02:58,true
00181,验证辅助PWM频率BRD_PWM_FREQ是否为50,ParameterVerify,BasicParameters,Medium,4,BRD_PWM_FREQ,PWM频率,Integer,50,0,1,8000,Hz,true,ExactMatch,设置PWM信号频率,AI生成器,2024-12-19 10:02:59,true
00182,将安全开关BRD_SAFETY_ENABLE设置为1,ParameterSetting,SafetySettings,Medium,4,BRD_SAFETY_ENABLE,安全开关启用,Integer,1,0,0,1,,true,ExactMatch,启用外部安全开关,AI生成器,2024-12-19 10:03:00,true
00183,设置看门狗BRD_WATCHDOG为256,ParameterSetting,AdvancedFeatures,Medium,4,BRD_WATCHDOG,看门狗,Integer,256,0,0,256,,true,ExactMatch,启用系统看门狗功能,AI生成器,2024-12-19 10:03:01,true
00184,验证芯片类型BRD_TYPE是否为20,ParameterVerify,BasicParameters,Easy,3,BRD_TYPE,板子类型,Integer,20,0,0,100,,true,ExactMatch,自动检测飞控板类型,AI生成器,2024-12-19 10:03:02,true
00185,将CAN总线启用CAN_ENABLE设置为0,ParameterSetting,AdvancedFeatures,Medium,4,CAN_D1_PROTOCOL,CAN1协议,Integer,0,0,0,11,,true,ExactMatch,禁用CAN1总线协议,AI生成器,2024-12-19 10:03:03,true
00186,设置CAN波特率CAN_BITRATE为1000000,ParameterSetting,AdvancedFeatures,Medium,4,CAN_D1_BITRATE,CAN1波特率,Integer,1000000,0,10000,8000000,bit/s,true,ExactMatch,设置CAN1总线波特率,AI生成器,2024-12-19 10:03:04,true
00187,验证电调协议MOT_PWM_TYPE是否为0,ParameterVerify,BasicParameters,Medium,4,MOT_PWM_TYPE,电机PWM类型,Integer,0,0,0,6,,true,ExactMatch,使用标准PWM电调协议,AI生成器,2024-12-19 10:03:05,true
00188,将DShot协议MOT_PWM_TYPE设置为6,ParameterSetting,BasicParameters,Hard,6,MOT_PWM_TYPE,电机PWM类型,Integer,6,0,0,6,,true,ExactMatch,使用DShot1200协议,AI生成器,2024-12-19 10:03:06,true
00189,设置电机方向检查MOT_SPIN_WHEN_ARMED为0,ParameterSetting,SafetySettings,Medium,4,MOT_SPIN_WHEN_ARMED,解锁时电机旋转,Integer,0,0,0,2,,true,ExactMatch,解锁时电机不旋转,AI生成器,2024-12-19 10:03:07,true
00190,验证电机方向测试时间MOT_SPIN_TEST是否为0,ParameterVerify,SafetySettings,Easy,3,MOT_SPIN_TEST,电机测试时间,Float,0,0.1,0,10,s,true,FloatTolerance,禁用电机旋转测试,AI生成器,2024-12-19 10:03:08,true
00191,将位置控制死区PSC_POS_XY_P设置为1,ParameterSetting,PIDTuning,Medium,5,PSC_POS_XY_P,水平位置P增益,Float,1,0.1,0.1,3,,true,FloatTolerance,水平位置控制比例增益,AI生成器,2024-12-19 10:03:09,true
00192,设置位置控制死区PSC_POS_Z_P为1,ParameterSetting,PIDTuning,Medium,5,PSC_POS_Z_P,垂直位置P增益,Float,1,0.1,0.1,3,,true,FloatTolerance,垂直位置控制比例增益,AI生成器,2024-12-19 10:03:10,true
00193,验证速度控制I增益PSC_VELXY_I是否为0.5,ParameterVerify,PIDTuning,Medium,5,PSC_VELXY_I,水平速度I增益,Float,0.5,0.1,0,3,,true,FloatTolerance,水平速度控制积分增益,AI生成器,2024-12-19 10:03:11,true
00194,将速度控制D增益PSC_VELXY_D设置为0,ParameterSetting,PIDTuning,Medium,5,PSC_VELXY_D,水平速度D增益,Float,0,0.01,0,1,,true,FloatTolerance,水平速度控制微分增益,AI生成器,2024-12-19 10:03:12,true
00195,设置垂直速度I增益PSC_VELZ_I为1,ParameterSetting,PIDTuning,Medium,5,PSC_VELZ_I,垂直速度I增益,Float,1,0.1,0,6,,true,FloatTolerance,垂直速度控制积分增益,AI生成器,2024-12-19 10:03:13,true
00196,验证垂直速度D增益PSC_VELZ_D是否为0,ParameterVerify,PIDTuning,Medium,5,PSC_VELZ_D,垂直速度D增益,Float,0,0.01,0,1,,true,FloatTolerance,垂直速度控制微分增益,AI生成器,2024-12-19 10:03:14,true
00197,将速度滤波频率PSC_VELXY_FILT设置为5,ParameterSetting,PIDTuning,Medium,5,PSC_VELXY_FILT,水平速度滤波,Float,5,0.5,0.1,20,Hz,true,FloatTolerance,水平速度控制器滤波频率,AI生成器,2024-12-19 10:03:15,true
00198,设置垂直速度滤波PSC_VELZ_FILT为5,ParameterSetting,PIDTuning,Medium,5,PSC_VELZ_FILT,垂直速度滤波,Float,5,0.5,0.1,20,Hz,true,FloatTolerance,垂直速度控制器滤波频率,AI生成器,2024-12-19 10:03:16,true
00199,验证加速度滤波PSC_ACCXY_FILT是否为2.5,ParameterVerify,PIDTuning,Medium,5,PSC_ACCXY_FILT,水平加速度滤波,Float,2.5,0.5,0.1,20,Hz,true,FloatTolerance,水平加速度控制器滤波频率,AI生成器,2024-12-19 10:03:17,true
00200,将垂直加速度滤波PSC_ACCZ_FILT设置为2.5,ParameterSetting,PIDTuning,Medium,5,PSC_ACCZ_FILT,垂直加速度滤波,Float,2.5,0.5,0.1,20,Hz,true,FloatTolerance,垂直加速度控制器滤波频率,AI生成器,2024-12-19 10:03:18,true
00201,设置倾斜补偿PSC_ANGLE_MAX为0,ParameterSetting,PIDTuning,Medium,4,PSC_ANGLE_MAX,位置控制最大角度,Float,0,1,0,60,°,true,FloatTolerance,使用ANGLE_MAX设置,AI生成器,2024-12-19 10:03:19,true
00202,验证导航速度限制WPNAV_ACCEL_Z是否为100,ParameterVerify,PIDTuning,Medium,4,WPNAV_ACCEL_Z,垂直导航加速度,Float,100,5,50,500,cm/s²,true,FloatTolerance,垂直导航加速度限制,AI生成器,2024-12-19 10:03:20,true
00203,将导航减速度WPNAV_ACCEL_C设置为100,ParameterSetting,PIDTuning,Medium,4,WPNAV_ACCEL_C,转弯加速度,Float,100,5,50,500,cm/s²,true,FloatTolerance,转弯时的加速度限制,AI生成器,2024-12-19 10:03:21,true
00204,设置下降速度WPNAV_SPEED_DN为150,ParameterSetting,PIDTuning,Medium,4,WPNAV_SPEED_DN,下降速度,Float,150,10,10,500,cm/s,true,FloatTolerance,自动下降的最大速度,AI生成器,2024-12-19 10:03:22,true
00205,验证爬升速度WPNAV_SPEED_UP是否为250,ParameterVerify,PIDTuning,Medium,4,WPNAV_SPEED_UP,爬升速度,Float,250,10,10,1000,cm/s,true,FloatTolerance,自动爬升的最大速度,AI生成器,2024-12-19 10:03:23,true
00206,将螺旋加速度CIRCLE_RATE设置为20,ParameterSetting,FlightModes,Medium,4,CIRCLE_RATE,绕圈速率,Float,20,1,1,90,°/s,true,FloatTolerance,绕圈模式的角速度,AI生成器,2024-12-19 10:03:24,true
00207,设置螺旋半径CIRCLE_RADIUS为10,ParameterSetting,FlightModes,Medium,4,CIRCLE_RADIUS,绕圈半径,Float,10,1,1,200,m,true,FloatTolerance,绕圈模式的飞行半径,AI生成器,2024-12-19 10:03:25,true
00208,验证自动着陆速度LAND_SPEED是否为50,ParameterVerify,SafetySettings,Medium,4,LAND_SPEED,着陆速度,Float,50,5,30,200,cm/s,true,FloatTolerance,自动着陆下降速度,AI生成器,2024-12-19 10:03:26,true
00209,将着陆减速LAND_SPEED_HIGH设置为500,ParameterSetting,SafetySettings,Medium,4,LAND_SPEED_HIGH,高空着陆速度,Float,500,25,100,2000,cm/s,true,FloatTolerance,高空阶段着陆速度,AI生成器,2024-12-19 10:03:27,true
00210,设置着陆检测高度LAND_ALT_LOW为1000,ParameterSetting,SafetySettings,Medium,4,LAND_ALT_LOW,低空着陆高度,Float,1000,50,0,10000,cm,true,FloatTolerance,切换到慢速着陆的高度,AI生成器,2024-12-19 10:03:28,true
00211,验证着陆检测时间LAND_DET_ACCEL_MAX是否为2,ParameterVerify,SafetySettings,Medium,4,LAND_DET_ACCEL_MAX,着陆检测加速度,Float,2,0.5,0,10,m/s²,true,FloatTolerance,着陆检测的最大加速度,AI生成器,2024-12-19 10:03:29,true
00212,将返航爬升速度RTL_CLIMB_MIN设置为0,ParameterSetting,SafetySettings,Medium,4,RTL_CLIMB_MIN,RTL最小爬升,Float,0,50,0,3000,cm,true,FloatTolerance,RTL开始前的最小爬升,AI生成器,2024-12-19 10:03:30,true
00213,设置返航锥形RTL_CONE_SLOPE为3,ParameterSetting,SafetySettings,Medium,4,RTL_CONE_SLOPE,RTL锥形斜率,Float,3,0.5,0.5,10,,true,FloatTolerance,RTL锥形爬升斜率,AI生成器,2024-12-19 10:03:31,true
00214,验证返航着陆延迟RTL_LOIT_TIME是否为5000,ParameterVerify,SafetySettings,Medium,4,RTL_LOIT_TIME,RTL悬停时间,Float,5000,500,0,60000,ms,true,FloatTolerance,返航后悬停等待时间,AI生成器,2024-12-19 10:03:32,true
00215,将返航着陆RTL_LAND设置为0,ParameterSetting,SafetySettings,Medium,4,RTL_LAND,RTL着陆,Integer,0,0,0,2,,true,ExactMatch,RTL后悬停不着陆,AI生成器,2024-12-19 10:03:33,true
